 10.4 192.6 0.792269 22.245378 -9.478908 
 100.1 349.9 0.196614 20.595179 -7.681483 
 100.5 330.2 0.459116 18.600208 -7.702528 
 100.6 87.7 0.056216 20.490292 -7.681784 
 100.7 175.3 0.272480 17.441380 -7.720014 
 100.8 124.3 0.263188 20.622835 -7.676070 
 100.8 83.8 0.143462 19.529541 -7.692758 
 100.8 87.4 0.426163 18.506731 -7.703088 
 100.9 99.2 0.349717 20.071356 -7.682353 
 101.0 141.7 0.074128 21.041153 -7.672299 
 101.0 296.3 0.300373 20.247406 -7.680194 
 101.3 134.0 0.269069 20.943689 -7.669812 
 101.3 272.9 0.142557 20.915606 -7.671762 
 101.3 34.2 0.391229 18.241457 -7.704915 
 101.5 240.8 0.340928 19.804119 -7.683466 
 101.7 121.1 0.114479 20.350891 -7.678086 
 101.8 205.8 0.364095 18.547678 -7.699012 
 101.8 344.5 0.129463 19.966080 -7.682763 
 102.2 290.7 0.194832 19.319548 -7.689095 
 102.3 41.3 0.234882 20.339136 -7.674258 
 102.5 204.9 0.277044 20.312168 -7.673453 
 102.7 257.2 0.237298 21.360733 -7.659002 
 102.8 238.7 0.043590 20.276226 -7.676086 
 102.9 115.2 0.254166 19.770870 -7.679951 
 102.9 286.0 0.359811 18.609079 -7.694321 
 103.2 291.0 0.378490 19.762650 -7.677685 
 103.2 67.7 0.291426 20.454365 -7.669222 
 103.4 345.9 0.411038 18.418116 -7.694983 
 103.7 116.6 0.519333 18.992317 -7.685136 
 103.8 336.8 0.178858 19.755192 -7.679087 
 103.9 111.2 0.279044 19.216913 -7.684856 
 103.9 219.8 0.294181 19.565117 -7.679935 
 104.0 245.9 0.289705 20.128544 -7.672168 
 104.0 86.5 0.205346 21.851454 -7.649838 
 104.1 54.2 0.210538 19.760960 -7.678112 
 104.2 301.1 0.264573 19.232052 -7.684360 
 104.3 146.8 0.271018 20.042795 -7.673176 
 104.6 196.0 0.350942 17.528435 -7.706005 
 104.6 232.3 0.375289 19.141026 -7.683683 
 104.6 30.0 0.207170 17.722275 -7.705322 
 104.6 4.8 0.164669 19.649208 -7.679644 
 104.9 216.0 0.111996 20.761705 -7.665008 
 104.9 95.2 0.453172 18.765341 -7.687477 
 105.0 359.4 0.358389 19.490810 -7.678937 
 105.2 283.2 0.197535 20.177999 -7.671709 
 105.2 285.1 0.267465 19.946596 -7.673912 
 105.4 3.3 0.130417 18.732788 -7.692262 
 105.6 189.7 0.529251 18.510603 -7.689905 
 105.7 14.3 0.336325 19.790497 -7.675198 
 105.7 206.8 0.332239 19.390785 -7.680719 
 105.8 179.2 0.110028 20.881346 -7.663484 
 105.8 99.1 0.251613 20.107956 -7.672055 
 106.0 103.4 0.305853 20.306660 -7.668837 
 106.2 332.7 0.346693 18.646729 -7.691112 
 106.4 209.9 0.154363 20.892185 -7.663387 
 106.6 146.4 0.265272 20.205051 -7.671429 
 106.6 272.5 0.378728 18.833378 -7.688698 
 106.7 27.9 0.229920 20.610800 -7.666666 
 106.8 71.6 0.137806 21.271074 -7.659120 
 107.0 220.9 0.250849 20.199495 -7.672595 
 107.2 283.8 0.195282 19.852262 -7.678677 
 107.3 7.4 0.418891 19.666113 -7.678315 
 107.9 329.4 0.161782 19.969870 -7.679841 
 108.0 200.5 0.262202 19.948475 -7.679075 
 108.1 1.6 0.217252 19.225668 -7.689870 
 108.1 179.8 0.304567 21.357103 -7.659575 
 108.1 204.0 0.377199 18.630840 -7.695684 
 108.1 63.0 0.134852 21.441961 -7.660802 
 108.6 352.8 0.228263 21.594208 -7.659794 
 108.8 355.3 0.174032 20.225239 -7.680171 
 108.9 169.0 0.162022 18.982044 -7.697708 
 108.9 294.6 0.047377 20.690592 -7.675911 
 109.0 302.7 0.239321 19.801775 -7.685947 
 109.1 356.1 0.312044 19.039738 -7.696174 
 109.2 96.3 0.168813 21.015705 -7.671429 
 109.3 273.2 0.503284 17.037668 -7.721951 
 109.3 331.9 0.132049 21.581573 -7.664748 
 109.4 222.2 0.193278 17.030043 -7.726707 
 109.7 151.0 0.266148 19.580757 -7.693280 
 11.1 239.6 0.122139 19.668001 -9.205891 
 11.3 43.8 0.279220 19.078831 -9.212070 
 11.5 108.1 0.119546 22.777039 -9.164245 
 11.6 273.6 0.307966 18.870953 -9.215217 
 110.0 33.8 0.086943 19.679169 -7.695857 
 110.1 343.2 0.351965 21.026817 -7.675123 
 110.3 191.5 0.130322 19.170841 -7.704490 
 110.6 336.1 0.324916 19.123819 -7.705226 
 110.9 24.5 0.215194 19.291754 -7.706453 
 111.0 122.0 0.316115 19.508045 -7.703657 
 111.2 195.2 0.179007 21.671984 -7.677659 
 111.4 328.7 0.329287 19.314783 -7.709820 
 111.5 119.1 0.318739 18.446476 -7.722572 
 111.7 175.7 0.213259 19.620934 -7.710291 
 111.7 257.8 0.104828 20.418913 -7.701066 
 111.8 144.6 0.288489 18.334354 -7.727004 
 111.9 135.2 0.291498 20.846087 -7.694138 
 111.9 188.7 0.118799 18.161430 -7.732927 
 112.0 125.4 0.314955 18.217216 -7.730862 
 112.0 213.5 0.227437 20.585119 -7.699490 
 112.3 111.5 0.275694 19.999119 -7.710570 
 112.3 124.7 0.185247 19.824865 -7.713561 
 112.6 174.0 0.262996 18.614098 -7.732886 
 112.7 238.2 0.114906 19.482544 -7.724053 
 112.7 317.5 0.152331 20.436977 -7.711291 
 112.7 52.2 0.535887 18.699354 -7.729210 
 112.8 162.7 0.213395 20.867277 -7.705325 
 112.8 235.3 0.226151 19.737665 -7.720412 
 112.9 140.4 0.283949 19.526169 -7.724549 
 113.0 2.8 0.289712 18.278725 -7.741717 
 113.2 305.2 0.434276 19.707813 -7.723584 
 113.2 89.6 0.245912 20.004971 -7.722137 
 113.3 63.9 -0.052061 20.737406 -7.717801 
 113.3 76.1 0.235347 19.549414 -7.729774 
 113.6 260.6 0.262352 19.086233 -7.739111 
 113.7 20.0 0.253779 19.490374 -7.735859 
 113.9 19.8 0.161775 19.002306 -7.746428 
 113.9 27.2 0.236326 20.300381 -7.727973 
 113.9 322.1 0.196829 21.657434 -7.709385 
 113.9 4.3 0.249249 19.801273 -7.734024 
 113.9 58.1 0.233828 20.422817 -7.726278 
 114.0 198.0 0.150141 20.168526 -7.731263 
 114.0 204.9 0.243920 20.083603 -7.732496 
 114.2 177.3 -0.030017 20.111605 -7.738476 
 114.3 248.4 -0.011734 21.803957 -7.715652 
 114.3 280.1 0.254796 19.702044 -7.741375 
 114.3 69.6 0.318756 20.713490 -7.726425 
 114.4 104.5 0.353658 18.797581 -7.753427 
 114.4 307.0 0.268997 20.429228 -7.732634 
 114.6 278.2 0.338955 18.852097 -7.755828 
 114.7 245.7 0.278751 19.509098 -7.749586 
 114.7 67.0 0.215645 20.601662 -7.735227 
 115.2 302.1 0.206754 19.789343 -7.754611 
 115.3 264.7 0.158417 19.099094 -7.766866 
 115.4 199.7 0.396200 18.162672 -7.778635 
 116.0 42.2 0.042686 19.932421 -7.770730 
 116.4 82.0 0.226435 18.908775 -7.787947 
 116.7 239.7 0.192162 19.272804 -7.789444 
 116.8 153.4 0.357329 19.945478 -7.781693 
 116.8 350.3 0.319010 18.307562 -7.804027 
 117.1 124.4 0.323048 20.605871 -7.778389 
 117.3 328.5 0.358138 19.571043 -7.795444 
 118.0 160.6 0.473169 20.371601 -7.800142 
 118.2 105.6 0.264769 18.422457 -7.833579 
 118.7 107.1 0.264221 19.637848 -7.828753 
 118.8 274.1 0.182994 19.352036 -7.836113 
 118.9 166.3 0.227550 20.051413 -7.827646 
 119.3 136.4 0.283067 19.292652 -7.848077 
 119.4 16.6 0.321480 20.261610 -7.837033 
 119.5 347.7 0.147755 21.291796 -7.826427 
 119.5 82.4 0.396747 17.199100 -7.879055 
 119.8 146.7 0.273670 19.916632 -7.852378 
 119.8 234.4 0.247835 19.976896 -7.853126 
 119.9 127.7 0.295729 19.211802 -7.864358 
 119.9 152.4 0.285857 18.244398 -7.877877 
 12.2 145.5 0.174990 21.865183 -9.177198 
 12.3 117.1 0.274393 20.134102 -9.199630 
 12.3 184.1 0.193788 20.061449 -9.201612 
 12.3 287.0 0.253528 21.442371 -9.182016 
 12.7 51.2 0.369411 18.210556 -9.225155 
 120.2 352.4 0.315830 20.580467 -7.853849 
 120.2 9.7 0.011312 20.840765 -7.854792 
 120.7 19.1 0.193094 20.727667 -7.865854 
 120.7 320.5 0.412152 19.057522 -7.886836 
 120.8 93.5 0.215968 20.012270 -7.879157 
 121.0 116.3 0.068120 19.616587 -7.891966 
 121.0 239.6 0.326783 19.006096 -7.898338 
 121.1 329.1 0.369328 18.876673 -7.901067 
 121.2 118.3 0.399959 18.565256 -7.907394 
 121.3 102.4 0.375138 19.546148 -7.896345 
 121.4 227.3 0.239343 20.485899 -7.890058 
 121.6 220.4 0.230128 21.285696 -7.884348 
 121.7 196.7 0.164774 18.450365 -7.928831 
 121.7 45.1 0.505524 19.361748 -7.910223 
 121.8 61.0 0.228098 19.246046 -7.917799 
 122.1 102.7 0.196609 20.758009 -7.908020 
 122.2 127.3 0.308548 19.140797 -7.931312 
 122.3 319.7 0.069941 20.807705 -7.914457 
 122.4 130.9 0.265951 19.388828 -7.935650 
 122.4 332.3 0.262865 19.296339 -7.936475 
 122.8 351.8 0.075077 21.250086 -7.923483 
 122.9 183.9 0.262156 20.854755 -7.929408 
 123.1 95.7 0.192687 19.095428 -7.961687 
 123.2 312.1 0.241855 19.632015 -7.956410 
 123.3 124.6 0.130133 21.182764 -7.942274 
 123.5 287.9 0.442009 18.576824 -7.980599 
 123.6 149.2 0.224273 18.999258 -7.979506 
 123.7 203.0 0.177289 18.865215 -7.983743 
 123.8 42.4 0.231881 17.456686 -8.008300 
 124.0 339.2 0.114817 20.359358 -7.974467 
 124.3 23.7 0.370383 18.575851 -8.008398 
 124.6 191.9 0.195871 20.279989 -7.995410 
 125.1 299.4 0.094033 21.138493 -8.004759 
 125.2 221.7 0.328641 18.668518 -8.037635 
 125.3 86.5 0.258731 19.579178 -8.031048 
 125.5 116.0 0.251797 18.751242 -8.050804 
 125.7 273.3 0.119279 20.608221 -8.031862 
 125.7 33.3 0.098445 21.089588 -8.026492 
 125.9 224.0 0.258448 17.849663 -8.076513 
 126.0 320.5 0.097176 19.727135 -8.058018 
 126.0 335.8 0.384500 20.211489 -8.048205 
 126.1 171.4 0.103173 21.592010 -8.036184 
 126.9 97.5 0.305970 19.699167 -8.090276 
 127.1 128.3 0.096871 19.437675 -8.104410 
 127.1 78.3 0.311887 18.999161 -8.106760 
 127.2 64.9 0.413594 18.596668 -8.115429 
 127.4 144.9 0.216709 20.068748 -8.105496 
 127.6 71.7 0.293743 19.158138 -8.123639 
 127.7 311.0 0.150817 18.567595 -8.140126 
 127.8 301.6 0.244065 20.111521 -8.119698 
 127.8 50.8 0.236982 19.265385 -8.131119 
 128.0 182.2 0.232155 19.308716 -8.140663 
 128.0 276.8 0.337140 18.492163 -8.148394 
 128.0 69.0 0.898846 19.394642 -8.425243 
 128.1 11.1 0.185781 20.320814 -8.131812 
 128.2 339.7 0.376142 18.447805 -8.156828 
 128.3 270.8 0.130800 21.462175 -8.125348 
 128.3 290.3 0.389377 19.164726 -8.149951 
 128.6 185.6 0.124330 22.209953 -8.123813 
 128.7 71.6 0.463111 18.951187 -8.168255 
 128.8 24.4 0.135618 18.838051 -8.180043 
 129.6 147.3 0.101633 19.914146 -8.199737 
 129.6 303.1 0.266855 18.791103 -8.214326 
 129.8 177.3 0.293288 20.733868 -8.195494 
 129.9 321.6 0.199263 20.783926 -8.200222 
 13.3 158.9 0.328049 20.091921 -9.200896 
 13.5 22.9 0.284781 19.034325 -9.216060 
 13.6 300.7 0.456545 19.426073 -9.208490 
 13.7 216.4 0.184954 20.214268 -9.201545 
 13.9 342.7 0.333410 18.331436 -9.225390 
 130.2 170.4 0.368702 18.598980 -8.238153 
 130.5 297.7 0.221007 18.629873 -8.252415 
 130.6 198.4 0.362297 18.336813 -8.259397 
 130.6 220.1 0.164967 21.055933 -8.225064 
 130.7 222.0 0.101804 20.403692 -8.240730 
 130.8 187.4 0.429621 18.742493 -8.261239 
 131.3 205.9 0.106342 20.311075 -8.267480 
 131.5 60.1 0.150247 20.536373 -8.274423 
 132.0 202.4 0.071955 22.402674 -8.269810 
 132.0 292.7 0.350275 20.949612 -8.287645 
 132.2 346.9 0.305988 20.201212 -8.304636 
 132.5 57.7 0.095164 20.264103 -8.322065 
 132.8 72.6 0.416068 18.248358 -8.359306 
 132.9 12.2 0.480251 18.183294 -8.364650 
 132.9 33.9 0.261217 19.867090 -8.341815 
 133.0 244.2 0.403282 20.095942 -8.343547 
 133.0 274.3 0.110750 20.261950 -8.344337 
 133.1 131.2 0.305194 20.648514 -8.342586 
 133.3 105.3 0.211519 19.675230 -8.365647 
 133.4 125.3 0.037366 21.053762 -8.355241 
 133.6 169.3 0.255554 19.488689 -8.382319 
 133.6 294.7 0.217386 20.636641 -8.365144 
 133.7 96.5 0.161057 21.774691 -8.353536 
 133.8 190.0 0.192131 21.634468 -8.363284 
 134.0 221.9 0.153297 19.082016 -8.405320 
 134.2 35.6 0.389489 18.908401 -8.413192 
 134.3 274.2 0.122100 18.293161 -8.432664 
 134.7 168.1 0.178944 21.648462 -8.405544 
 135.0 307.1 0.060517 22.201456 -8.413740 
 135.1 314.7 0.378915 20.218971 -8.441253 
 135.2 253.4 0.315043 19.437645 -8.453076 
 135.2 297.5 0.392438 18.906382 -8.459910 
 135.2 59.9 0.221618 22.296206 -8.419377 
 136.0 186.1 0.220329 20.921038 -8.472155 
 136.4 59.3 0.265691 19.763237 -8.505587 
 136.8 352.0 0.222806 20.117737 -8.521700 
 136.9 153.7 0.288009 18.810478 -8.542525 
 137.1 5.2 0.219961 19.651180 -8.541956 
 137.2 159.7 0.293729 19.148024 -8.551905 
 137.8 200.4 0.164284 21.372658 -8.550917 
 138.4 192.9 0.352664 20.677479 -8.589557 
 138.4 199.8 0.215817 20.601324 -8.589753 
 138.6 258.4 0.402076 19.092932 -8.617463 
 139.2 317.8 0.232349 21.104954 -8.619159 
 139.2 357.2 0.259826 19.487991 -8.640923 
 139.4 42.0 0.222169 20.027571 -8.645763 
 139.9 272.6 0.038275 19.896120 -8.672691 
 14.0 253.5 0.225210 20.178579 -9.201856 
 14.2 350.0 0.125344 20.385366 -9.200531 
 14.3 347.8 0.526887 20.631248 -9.191813 
 14.5 311.0 0.244761 19.454889 -9.211774 
 140.3 62.0 0.242579 20.727255 -8.676051 
 140.4 270.5 0.168983 19.859707 -8.695245 
 140.6 141.6 0.409955 19.364765 -8.706156 
 141.0 159.5 0.033701 22.510061 -8.687304 
 141.0 269.3 0.277180 19.004202 -8.731784 
 141.3 139.3 0.232606 20.170488 -8.732693 
 141.3 29.5 0.350947 19.319559 -8.738922 
 142.4 115.9 0.264617 20.504156 -8.775503 
 142.5 99.7 0.198006 19.558624 -8.794599 
 142.7 193.6 0.452511 18.603834 -8.814092 
 143.2 69.5 0.258841 19.715303 -8.822282 
 143.5 228.8 0.412024 19.229620 -8.842464 
 143.7 157.2 0.278636 20.801058 -8.829190 
 143.9 17.7 0.242261 20.821918 -8.840322 
 144.2 121.7 0.045808 22.542013 -8.833057 
 144.2 288.1 0.154960 21.146574 -8.847811 
 144.6 3.5 0.094289 20.661076 -8.872232 
 144.9 133.5 0.139599 20.748400 -8.882798 
 145.2 260.3 0.090779 20.458483 -8.902707 
 145.3 86.5 0.180842 20.329269 -8.906411 
 145.9 224.0 0.265591 21.060640 -8.918573 
 145.9 83.7 0.478492 18.879148 -8.946144 
 146.1 351.9 0.486558 19.892879 -8.941076 
 146.8 212.0 0.539559 19.094122 -8.981778 
 146.8 271.2 0.341434 19.444183 -8.978188 
 147.1 182.1 0.359592 18.629456 -9.003047 
 147.1 265.5 0.258996 21.290707 -8.968046 
 147.2 155.6 0.159839 21.981373 -8.960268 
 147.2 63.2 0.445460 18.681908 -9.004741 
 147.5 219.3 0.201163 20.992579 -8.986911 
